apt_name,apt_address,apt_coordinates,apt_score,university_name,university_coordinates,university_score,supermarket_name,supermarket_coordinates,supermarket_score,gas_station_name,gas_station_coordinates,gas_station_score,gym_name,gym_coordinates,gym_score,subway_station_name,subway_station_coordinates,subway_station_score,bus_station_name,bus_station_coordinates,bus_station_score,drugstore_name,drugstore_coordinates,drugstore_score,pharmacy_name,pharmacy_coordinates,pharmacy_score,convenience_store_name,convenience_store_coordinates,convenience_store_score,restaurant_name,restaurant_coordinates,restaurant_score,police_name,police_coordinates,police_score,park_name,park_coordinates,park_score,cafe_name,cafe_coordinates,cafe_score,bank_name,bank_coordinates,bank_score
The Emerson 1600,1600 Tibarron Pky SE Smyrna GA 30080,"(33.828475, -84.48945400000001)",0.0,JAMES WATT ENERGY BUSINESS SCHOOL,"(33.8331726, -84.4968724)",0.0,Sprouts Farmers Market,"(33.84233, -84.50129)",0.0,Mobil,"(33.827859, -84.4945796)",0.0,Step It Up Fitness Boot Camp,"(33.8222925, -84.50958130000001)",0.0,None,None,nan,None,None,nan,Vinings Pharmacy,"(33.8425727, -84.49830709999999)",0.0,Kroger Pharmacy,"(33.838854, -84.4817746)",0.0,Ez Trip,"(33.8274935, -84.4945437)",0.0,Zaxby's Chicken Fingers & Buffalo Wings,"(33.827282, -84.49056999999999)",0.0,None,None,nan,Shoupade Park,"(33.83659129999999, -84.4921432)",0.0,Starbucks,"(33.844229, -84.48984100000001)",0.0,Banker's Exchange LLC,"(33.8287024, -84.5046033)",0.0
Ascent Peachtree,161 Peachtree Center Ave Atlanta GA 30303,"(33.7592578, -84.3859173)",0.5223842188761292,Georgia State University,"(33.75306799999999, -84.38528190000001)",0.27981797306276446,Publix Super Market at Piedmont,"(33.77038590000001, -84.38121629999999)",0.20935981398029593,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.1378543494356786,RPM at Bank of America Plaza,"(33.77111730000001, -84.3861598)",0.31109733735761425,Peachtree Center Transit Station,"(33.7579907, -84.3878131)",0.08307477297122307,Alabama St & Broad St,"(33.753479, -84.391745)",0.2547820754962936,Walgreens,"(33.7707331, -84.3812556)",0.22579205565007346,"Vincent M. Poteet, PharmD","(33.7684926, -84.38611739999999)",0.22893612900872662,Walgreens,"(33.7707331, -84.3812556)",0.22579205565007346,Hyatt Regency Atlanta,"(33.7613755, -84.38735559999999)",0.05538318198081537,Superior Court-Criminal,"(33.75085599999999, -84.390919)",0.22578478527509974,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.22539348619287972,Starbucks,"(33.7565916, -84.3886734)",0.14768848528217432,Georgia's Own Credit Union,"(33.7574527, -84.3864832)",0.15691901561231023
Dwell @ The View,1620 Hollywood Rd NW Atlanta GA 30318,"(33.7994983, -84.47097470000001)",0.05947589068977267,Atlanta School of Ministry Dorms,"(33.7891596, -84.4705573)",0.012296982030120718,Family Dollar,"(33.81050289999999, -84.4757028)",0.015750277122319783,Chevron Food Mart,"(33.8114789, -84.47577199999999)",0.017600813891181462,FXS Body Factory,"(33.81046200000001, -84.47685829999999)",0.01908124330627081,None,None,nan,None,None,nan,None,None,nan,None,None,nan,Chevron Food Mart,"(33.8114789, -84.47577199999999)",0.017600813891181462,Waffle House,"(33.8107275, -84.47541249999999)",0.017230706537409126,None,None,nan,Whittier Mill Park,"(33.8105045, -84.4851623)",0.019451350660043144,Circle K,"(33.8052101, -84.47079459999999)",0.009828559461962401,APCU Network Distribution Center Branch,"(33.8033643, -84.4780478)",0.04203756492528919
Stonebrook Apartments - Elon Management,1624 Norman Dr Atlanta GA 30349,"(33.6056515, -84.4415125)",0.0,Omnitech Institute,"(33.6134613, -84.4475693)",0.0,ALDI,"(33.5965424, -84.4279763)",0.0,bp,"(33.6164192, -84.4502227)",0.00015422851329226737,Attractive Bodies Health Fitness,"(33.606367, -84.4381487)",0.0,None,None,nan,One Stop Parking,"(33.6139733, -84.44013190000001)",0.0,Dollar General,"(33.6014809, -84.4311343)",0.0,Faith Pharmacy,"(33.6137913, -84.4454789)",0.0,Dollar General,"(33.6014809, -84.4311343)",0.0,QuikTrip,"(33.6086939, -84.43526229999999)",0.0,None,None,nan,NewImage one24,"(33.6041392, -84.4219237)",0.0,McDonald's,"(33.614202, -84.437427)",0.0,SunTrust,"(33.6071004, -84.4459069)",0.0
Ansley Forest,1659 Monroe Dr NE Atlanta GA 30324,"(33.7999212, -84.37084759999999)",0.12365144603300708,TALK English Schools - Atlanta School,"(33.7944741, -84.3865242)",0.08771448023119162,Publix Super Market at Ansley Mall,"(33.7990623, -84.3718066)",0.01747937065064336,bp,"(33.8066233, -84.36699879999999)",0.06913441187372256,LA Fitness,"(33.7982647, -84.3708131)",0.01747937065064336,Arts Center MARTA Station,"(33.7892632, -84.38734140000001)",0.09134091041615097,MARTA Arts Center Station,"(33.789418, -84.38712)",0.09134091041615097,CVS,"(33.7984196, -84.3709623)",0.01747937065064336,Stacy's Pharmacy,"(33.81079479999999, -84.36731789999999)",0.16371281187177464,CVS,"(33.7984196, -84.3709623)",0.01747937065064336,Loca Luna,"(33.7885448, -84.36909779999999)",0.0452986271442785,None,None,nan,Atlanta Botanical Garden,"(33.790468, -84.3736193)",0.08409430130257566,Twelve Eighty,"(33.78954039999999, -84.38495139999999)",0.08625178038954075,"SBA Direct Loans, LLC","(33.7869047, -84.3826649)",0.08441791494639152
1660 Peachtree,1660 Peachtree St NW Atlanta GA 30309,"(33.7984003, -84.39153499999999)",0.22764578379735162,"Savannah College of Art and Design, Atlanta","(33.79715059999999, -84.3907208)",0.0804500303010602,The Fresh Market,"(33.811965, -84.391409)",0.10334471922555949,Exxon,"(33.7960569, -84.38743869999999)",0.026816471565652044,LA Fitness,"(33.7936575, -84.39647)",0.04687976715166804,Arts Center MARTA Station,"(33.7892632, -84.38734140000001)",0.023616969156240484,Crabapple Commons,"(33.7944591, -84.40729449999999)",0.1183795407731789,CVS,"(33.807866, -84.39322589999999)",0.10077238599271539,Publix Pharmacy In Atlantic Station,"(33.7927067, -84.3979691)",0.048230271921248756,CVS,"(33.807866, -84.39322589999999)",0.10077238599271539,South City Kitchen Midtown,"(33.7859545, -84.3844341)",0.02745335796533303,None,None,nan,Atlanta Botanical Garden,"(33.790468, -84.3736193)",0.13610690550239637,Twelve Eighty,"(33.78954039999999, -84.38495139999999)",0.023684618521857742,Wells Fargo Bank,"(33.7915532, -84.3940369)",0.04012724330376447
Morgan Place Apartments,1680 Chantilly Dr Atlanta GA 30324,"(33.825502, -84.346082)",5.6335939476334504e-05,Emory University School of Medicine,"(33.8278773, -84.3423287)",1.2940930315071557e-05,Publix Super Market at Cheshire Square,"(33.818479, -84.34902129999999)",0.005082123452444125,QuikTrip,"(33.82519639999999, -84.3622243)",0.06296038842927525,Athletic Club Northeast,"(33.8237886, -84.337858)",1.7918211205483695e-05,None,None,nan,Lavista Rd NE & Briarcliff Rd NE,"(33.815615, -84.334896)",0.0010339447192230754,Walgreens,"(33.8282941, -84.32993080000001)",1.7918211205483695e-05,CVS Pharmacy,"(33.8240175, -84.3634115)",0.08260350400245503,Walgreens,"(33.8282941, -84.32993080000001)",1.7918211205483695e-05,Mellow Mushroom Atlanta - Emory,"(33.816166, -84.332824)",0.0010339447192230754,None,None,nan,Historic Preservation Division- Georgia Department of Natural Resources,"(33.82685819999999, -84.3425348)",1.2940930315071557e-05,The Honey Baked Ham Company,"(33.8329612, -84.3404217)",4.180915947946191e-05,Navy Federal Credit Union,"(33.82683060000001, -84.3327016)",1.7918211205483695e-05
Fulton Cotton Mill Lofts,170 Boulevard SE Atlanta GA 30312,"(33.7500808, -84.3694012)",0.265042139171519,Georgia State University,"(33.75306799999999, -84.38528190000001)",0.25520115816250144,Grant Park Market,"(33.7465247, -84.3707889)",0.08650076421995066,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.11146796486248231,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.14811438723837297,King Memorial Transit Station,"(33.7499506, -84.3755863)",0.1280896331534471,King Memorial Station,"(33.749978, -84.37588099999999)",0.13855694886920483,CVS,"(33.7407548, -84.3675947)",0.12352704294726793,"Rhonda L. Martin, PharmD","(33.7628483, -84.3730977)",0.13825414757835022,Savi Provisions,"(33.7623383, -84.3577923)",0.19860304711420051,Six Feet Under Pub & Fish House,"(33.746638, -84.372824)",0.07603344850419293,Superior Court-Criminal,"(33.75085599999999, -84.390919)",0.44218810923359264,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.08914614593259237,Home grown GA Restaurant,"(33.7466849, -84.35588140000002)",0.08351288116593954,Georgia's Own Credit Union,"(33.7574527, -84.3864832)",0.16685114684329766
The Villas At Lakewood,1700 Giben Rd SW Atlanta GA 30315,"(33.7091229, -84.3997746)",0.1402449272918548,Atlanta Metropolitan State College,"(33.7096749, -84.40456809999999)",0.1038060254369518,Family Dollar,"(33.7067358, -84.3804542)",0.0840506699021472,Exxon,"(33.70222829999999, -84.39912500000001)",0.06253005219712401,The Villages at Carver Family YMCA,"(33.710514, -84.39297479999999)",0.07930010184765632,None,None,nan,Southeastern Stages,"(33.7214151, -84.3965202)",0.07767858073554688,Dollar General,"(33.697958, -84.4095613)",0.06610721443474994,Self-Med Rx Inc,"(33.7217255, -84.38917719999999)",0.08259382475514349,Shell Food Mart,"(33.7038106, -84.4077422)",0.06261517026355419,Metro Fun Center,"(33.70075669999999, -84.4097843)",0.06436119234915207,Atlanta Police Department,"(33.7008587, -84.39679919999999)",0.06829338043816349,Emma Millican Park,"(33.7146211, -84.405064)",0.0844571780318392,Susanna's China Cafe Atlanta,"(33.7080564, -84.38026459999999)",0.0840506699021472,Credit Union Of Atlanta,"(33.70649940000001, -84.4080238)",0.06566634472084291
Berkeley Heights,1700 Northside Dr NW Atlanta GA 30318,"(33.8009758, -84.4090913)",0.0,"Savannah College of Art and Design, Atlanta","(33.79715059999999, -84.3907208)",0.11762767716430447,Publix Super Market In Atlantic Station,"(33.7927262, -84.397981)",0.06300727805061772,bp,"(33.8006312, -84.4257646)",0.0503046814456954,LA Fitness,"(33.7936575, -84.39647)",0.05987831197491396,None,None,nan,Crabapple Commons,"(33.7944591, -84.40729449999999)",0.014227690448984457,Walmart Pharmacy,"(33.803135, -84.41160359999999)",0.04005445503484896,Publix Pharmacy In Atlantic Station,"(33.7927067, -84.3979691)",0.06300727805061772,CVS,"(33.807866, -84.39322589999999)",0.012436405354269094,FLIP burger boutique,"(33.7983428, -84.4157486)",0.02991841194077237,None,None,nan,Avery Park Property,"(33.7946264, -84.40732899999999)",0.021341535673476686,West Egg Cafe,"(33.7845189, -84.4121053)",0.0767175429882973,Wells Fargo Bank,"(33.7915532, -84.3940369)",0.06870398334557556
Dwell ATL Luxury Apartments,171 Auburn Ave NE Atlanta GA 30303,"(33.7553013, -84.38158)",0.5223842188761292,Georgia State University,"(33.75306799999999, -84.38528190000001)",0.1244810742433164,Publix Super Market at Piedmont,"(33.77038590000001, -84.38121629999999)",0.2534836466404811,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.1586671545746689,RPM at Bank of America Plaza,"(33.77111730000001, -84.3861598)",0.3520770966591463,Peachtree Center Transit Station,"(33.7579907, -84.3878131)",0.12922742462190254,Alabama St & Broad St,"(33.753479, -84.391745)",0.251385719310858,Walgreens,"(33.7707331, -84.3812556)",0.26651999652987246,"Vincent M. Poteet, PharmD","(33.7684926, -84.38611739999999)",0.376624614290901,Walgreens,"(33.7707331, -84.3812556)",0.26651999652987246,Hyatt Regency Atlanta,"(33.7613755, -84.38735559999999)",0.17538007627258204,Superior Court-Criminal,"(33.75085599999999, -84.390919)",0.16881948650142234,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.05387416818991584,Starbucks,"(33.7565916, -84.3886734)",0.09230530330135896,Georgia's Own Credit Union,"(33.7574527, -84.3864832)",0.09230530330135896
Villages at Carver,174 SW Moury Ave Atlanta GA 30315,"(33.7127794, -84.3902673)",0.1402449272918548,Atlanta Metropolitan State College,"(33.7096749, -84.40456809999999)",0.10607489753632679,Family Dollar,"(33.7067358, -84.3804542)",0.019914587373892727,Chevron,"(33.7079761, -84.3802015)",0.01922124277246634,The Villages at Carver Family YMCA,"(33.710514, -84.39297479999999)",0.06443133275122075,None,None,nan,Southeastern Stages,"(33.7214151, -84.3965202)",0.045562329021372014,None,None,nan,Self-Med Rx Inc,"(33.7217255, -84.38917719999999)",0.04378900856291454,Chevron,"(33.7079761, -84.3802015)",0.01922124277246634,The Shack BBQ & Seafood,"(33.7180677, -84.3821238)",0.024786978640254493,Atlanta Police Department,"(33.7008587, -84.39679919999999)",0.05766273858566541,Emma Millican Park,"(33.7146211, -84.405064)",0.0755313411662172,Susanna's China Cafe Atlanta,"(33.7080564, -84.38026459999999)",0.018527898171039954,Credit Union Of Atlanta,"(33.70649940000001, -84.4080238)",0.08821331335647264
Gables Century Center,1740 Century Cir Atlanta GA 30345,"(33.847449, -84.311556)",0.0,Technical College System of Georgia,"(33.848633, -84.31409)",0.0,ALDI,"(33.8580448, -84.3103963)",0.0,bp,"(33.8415871, -84.31414430000001)",0.0,Obey Fitness,"(33.842146, -84.317667)",0.0,None,None,nan,Buford Hwy NE & 3799,"(33.85542160000001, -84.31461499999999)",0.0,CVS,"(33.865082, -84.3088178)",0.0,Briarcliff Pharmacy & Hallmark Gold Crown,"(33.836208, -84.31206449999999)",0.0,CVS,"(33.865082, -84.3088178)",0.0,Desta Ethiopian Kitchen,"(33.8379129, -84.310383)",0.0,None,None,nan,Pendergrast Park,"(33.8415931, -84.297663)",0.0,Therapy Lounge,"(33.837232, -84.30975769999999)",0.0,Chase Bank,"(33.8552055, -84.31323619999999)",0.0
Reserve at Brookhaven,1750 Briarwood Rd NE Atlanta GA 30329,"(33.8437762, -84.32176350000002)",0.0,Technical College System of Georgia,"(33.848633, -84.31409)",0.0,ALDI,"(33.8580448, -84.3103963)",0.0,bp,"(33.8415871, -84.31414430000001)",0.0,Obey Fitness,"(33.842146, -84.317667)",0.0,None,None,nan,Buford Hwy NE & 3799,"(33.85542160000001, -84.31461499999999)",0.0,Walgreens,"(33.8282941, -84.32993080000001)",0.0,CVS Pharmacy,"(33.8283815, -84.32439579999999)",0.0,Walgreens,"(33.8282941, -84.32993080000001)",0.0,Desta Ethiopian Kitchen,"(33.8379129, -84.310383)",0.0,None,None,nan,Briarwood Park,"(33.85007179999999, -84.3286876)",0.0,Cafe Bombay,"(33.8284201, -84.32701709999999)",0.0,Chase Bank,"(33.8552055, -84.31323619999999)",0.0
Alexander at the District,1750 Commerce Dr NW Atlanta GA 30318,"(33.8017349, -84.41111959999999)",0.14109794429208178,Miami Ad School @ Portfolio Center,"(33.81213059999999, -84.3962028)",0.05469563624860671,Publix Super Market at Howell Mill Village,"(33.81024190000001, -84.41469699999999)",0.04700885697554908,bp,"(33.8006312, -84.4257646)",0.07533150774376542,LA Fitness,"(33.7936575, -84.39647)",0.10154798920206684,None,None,nan,Crabapple Commons,"(33.7944591, -84.40729449999999)",0.050561983757768166,Walmart Pharmacy,"(33.803135, -84.41160359999999)",0.08360385289156579,Publix Pharmacy In Atlantic Station,"(33.7927067, -84.3979691)",0.10197594573860919,CVS,"(33.807866, -84.39322589999999)",0.04955096978291851,FLIP burger boutique,"(33.7983428, -84.4157486)",0.05983682388154476,None,None,nan,Avery Park Property,"(33.7946264, -84.40732899999999)",0.05767582898226038,West Egg Cafe,"(33.7845189, -84.4121053)",0.10613182220764646,Wells Fargo Bank,"(33.7915532, -84.3940369)",0.12061647187292442
1760 Memorial,1760 Memorial Dr SE Atlanta GA 30317,"(33.7477645, -84.32971189999999)",0.04587044895721505,Emory University,"(33.7538407, -84.3345604)",0.016394692545485142,Publix Super Market at East Lake,"(33.7386369, -84.3131805)",0.020109595763542966,Chevron,"(33.7477103, -84.3266309)",0.008915840306091204,East Lake Family YMCA,"(33.7461655, -84.3150141)",0.0083996631171169,Edgewood-Candler Park Station,"(33.7619456, -84.3396393)",0.024198933197211885,Edgewood/Candler Park Station,"(33.7623441, -84.3406599)",0.02725485874273107,None,None,nan,"Suzanne Lipe, RPH","(33.756888, -84.34593509999999)",0.05583820315395978,Chevron,"(33.7477103, -84.3266309)",0.008915840306091204,So Ba Vietnamese Restaurant,"(33.73946869999999, -84.3456781)",0.04224592171248536,Atlanta Police Department Zone 6,"(33.7509417, -84.3213504)",0.015400087801430267,Edgewood Community Learning Garden,"(33.7552016, -84.3383758)",0.02111629827425494,Dulce Vegan Bakery & Cafe,"(33.7514008, -84.3223572)",0.012968494990678118,Bank of America (with Drive-thru ATM),"(33.7425258, -84.34855499999999)",0.04719027718422452
Sterling Collier Hills Apartments,1760 Northside Dr NW Atlanta GA 30318,"(33.8042766, -84.4088012)",0.0,Miami Ad School @ Portfolio Center,"(33.81213059999999, -84.3962028)",0.019195532209846496,The Fresh Market,"(33.811965, -84.391409)",0.01619447677152838,bp,"(33.8006312, -84.4257646)",0.05403582366669303,LA Fitness,"(33.7936575, -84.39647)",0.08610172288249791,None,None,nan,Crabapple Commons,"(33.7944591, -84.40729449999999)",0.014696729997760945,Walmart Pharmacy,"(33.803135, -84.41160359999999)",0.03678337720848424,Publix Pharmacy In Atlantic Station,"(33.7927067, -84.3979691)",0.06255376936635584,CVS,"(33.807866, -84.39322589999999)",0.01490831015510633,FLIP burger boutique,"(33.7983428, -84.4157486)",0.032165912795671915,None,None,nan,Northside Trail,"(33.8080593, -84.4024925)",0.004495001709799091,Starbucks,"(33.80423, -84.412846)",0.02681057322822678,Wells Fargo Bank,"(33.7915532, -84.3940369)",0.09596308368184793
The Station at Richmond Hill,1770 Richmond Cir SE Atlanta GA 30315,"(33.7059629, -84.37441)",0.0,None,None,nan,Family Dollar,"(33.7067358, -84.3804542)",0.0013866892028527725,Chevron,"(33.7139971, -84.3687447)",0.0011330424540220876,The Villages at Carver Family YMCA,"(33.710514, -84.39297479999999)",0.061054171656067475,None,None,nan,None,None,nan,None,None,nan,Health Mart Pharmacy,"(33.707187, -84.379846)",0.0,Chevron,"(33.7139971, -84.3687447)",0.0011330424540220876,The Shack BBQ & Seafood,"(33.7180677, -84.3821238)",0.0064838689842309765,None,None,nan,South Bend Dog Park,"(33.7002103, -84.38876309999999)",0.017576502368134538,Susanna's China Cafe Atlanta,"(33.7080564, -84.38026459999999)",0.0,None,None,nan
The Pad on Harvard,1777 Harvard Ave Atlanta GA 30337,"(33.6537289, -84.4477173)",0.0,FlightSafety International,"(33.6569444, -84.4277778)",0.0,Family Dollar,"(33.658405, -84.4424603)",0.0,Chevron,"(33.6593488, -84.4328428)",0.0,KiDsGyM USA,"(33.6557968, -84.45103739999999)",0.0,College Park Transit Station,"(33.6507458, -84.44823889999999)",0.0,College Park Station - North Loop,"(33.651937, -84.448465)",0.0,Green Spirit Rx,"(33.6407481, -84.4391279)",0.0,Green Spirit Rx,"(33.6407481, -84.4391279)",0.0,Chevron,"(33.6593488, -84.4328428)",0.0,Champions,"(33.6440272, -84.4561052)",0.0,Atlanta Police Precinct,"(33.6411309, -84.4461841)",0.0,Metro Atlanta Urban Farm,"(33.6668015, -84.4453245)",0.0,Café Intermezzo,"(33.6406011, -84.4354779)",0.0,SunTrust,"(33.6405802, -84.4455914)",0.0
Arya Peachtree,1777 Peachtree St Northeast Atlanta GA 30309,"(33.803279, -84.39273179999999)",0.22764578379735162,"Savannah College of Art and Design, Atlanta","(33.79715059999999, -84.3907208)",0.08142516352882746,The Fresh Market,"(33.811965, -84.391409)",0.029115673890219393,Sunoco,"(33.8111506, -84.3926812)",0.026114618451901276,LA Fitness,"(33.7936575, -84.39647)",0.10073034637018702,Arts Center MARTA Station,"(33.7892632, -84.38734140000001)",0.07846929052533172,Crabapple Commons,"(33.7944591, -84.40729449999999)",0.12685773287046864,CVS,"(33.807866, -84.39322589999999)",0.025257174040953245,Publix Pharmacy In Atlantic Station,"(33.7927067, -84.3979691)",0.10208085113976773,CVS,"(33.807866, -84.39322589999999)",0.025257174040953245,SweetWater Brewing Company,"(33.8087194, -84.3801857)",0.23032466711644042,None,None,nan,Northside Trail,"(33.8080593, -84.4024925)",0.02956794317761734,Twelve Eighty,"(33.78954039999999, -84.38495139999999)",0.07937326912384102,Wells Fargo Bank,"(33.7915532, -84.3940369)",0.09262731775270273
Camden Vantage,180 Jackson St NE Atlanta GA 30312,"(33.7583075, -84.37465809999999)",0.25265213435278955,Georgia State University,"(33.75306799999999, -84.38528190000001)",0.17884449807148337,Publix Super Market at Piedmont,"(33.77038590000001, -84.38121629999999)",0.23107802739382607,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.04464363785977994,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.08129006023567059,King Memorial Transit Station,"(33.7499506, -84.3755863)",0.09189795922611704,Alabama St & Broad St,"(33.753479, -84.391745)",0.44166071715673844,Walgreens,"(33.7707331, -84.3812556)",0.15226592621148036,"Vincent M. Poteet, PharmD","(33.7684926, -84.38611739999999)",0.3861780701092613,Walgreens,"(33.7707331, -84.3812556)",0.15226592621148036,Hyatt Regency Atlanta,"(33.7613755, -84.38735559999999)",0.17863722902584037,Superior Court-Criminal,"(33.75085599999999, -84.390919)",0.40926707075010893,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.013393091357933979,Starbucks,"(33.7565916, -84.3886734)",0.1274166080728231,Georgia's Own Credit Union,"(33.7574527, -84.3864832)",0.118789683259047
Veridian At Sandy Springs,1800 Windridge Dr Atlanta GA 30350,"(33.9817858, -84.3521146)",0.0,Stephen Grote Photography,"(33.967645, -84.35358880000001)",0.0,Publix Super Market at Dunwoody Place Shopping Center,"(33.9940022, -84.3492607)",0.0,bp,"(33.9973857, -84.35028059999999)",0.0,FormWell,"(33.972069, -84.36048799999999)",0.0,None,None,nan,None,None,nan,Dollar General,"(33.99883270000001, -84.349401)",0.0,Integrity Compounding Pharmacy,"(33.99266249999999, -84.3420702)",0.0,bp,"(33.9973857, -84.35028059999999)",0.0,Tony's Sports Bar & Grill,"(33.9906138, -84.3532523)",0.0,Sandy Springs Police Department (SSPD),"(33.9703987, -84.3616397)",0.0,Abbotts Landing,"(33.9829164, -84.3522)",0.0,Starbucks,"(33.994683, -84.350145)",0.0,Wells Fargo Bank,"(33.99338539999999, -84.3507953)",0.0
Morningside Atlanta by Windsor,1845 Piedmont Ave NE Atlanta GA 30324,"(33.8071683, -84.36599059999999)",0.38410136268577477,The Creative Circus,"(33.81304599999999, -84.36177599999999)",0.1696767987050492,Publix Super Market at Ansley Mall,"(33.7990623, -84.3718066)",0.12858666244609965,bp,"(33.8066233, -84.36699879999999)",0.03393535974100982,LA Fitness,"(33.7982647, -84.3708131)",0.12112096999235714,Lindbergh Center Transit Station,"(33.8231777, -84.3693878)",0.2221711474860304,Lindbergh Station - South Loop/Lindbergh Dr,"(33.82136550000001, -84.3690386)",0.2025280319128506,CVS,"(33.7984196, -84.3709623)",0.12112096999235714,CVS Pharmacy,"(33.8240175, -84.3634115)",0.2378856399445742,CVS,"(33.7984196, -84.3709623)",0.12112096999235714,SweetWater Brewing Company,"(33.8087194, -84.3801857)",0.10320149470633119,Marta Police Department,"(33.8199444, -84.3680925)",0.2378856399445742,Atlanta Botanical Garden,"(33.790468, -84.3736193)",0.1782694218226276,Starbucks,"(33.798057, -84.370684)",0.12330589132368755,PNC Bank,"(33.7999959, -84.3716209)",0.12112096999235714
Harmony Plaza I Apartments,1871 Plaza Ln SW Atlanta GA 30311,"(33.7038745, -84.4532502)",0.06205588232137552,None,None,nan,Family Dollar,"(33.7051643, -84.45947509999999)",0.03597766490920138,Exxon,"(33.7057947, -84.4575701)",0.031383809317579094,Andrew & Walter Young Family YMCA,"(33.7046065, -84.4616839)",0.03720365002075913,None,None,nan,None,None,nan,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.03169542721839247,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.03169542721839247,Stop & Shop Supermarket,"(33.7010287, -84.4565553)",0.029502372056185784,Subway,"(33.7061159, -84.45899849999999)",0.03186086970964228,None,None,nan,Adams Park,"(33.7126186, -84.4630602)",0.037355737257982954,None,None,nan,None,None,nan
The Pointe at Lenox Park,1900 N Druid Hills Rd NE Brookhaven GA 30319,"(33.8356153, -84.34163989999999)",0.028839273183220212,American College of Rheumatology,"(33.84862010000001, -84.34681049999999)",0.013511884937045422,El Progreso Supermarket,"(33.8371865, -84.33504219999999)",0.00459427385133987,Shell,"(33.8329859, -84.3370819)",0.00459427385133987,Athletic Club Northeast,"(33.8237886, -84.337858)",0.00459427385133987,Lenox,"(33.8451145, -84.35867139999999)",0.016749171502363356,None,None,nan,Walgreens,"(33.8282941, -84.32993080000001)",0.00459427385133987,CVS Pharmacy,"(33.8283815, -84.32439579999999)",0.00459427385133987,Walgreens,"(33.8282941, -84.32993080000001)",0.00459427385133987,Cafe Bombay,"(33.8284201, -84.32701709999999)",0.00459427385133987,None,None,nan,Historic Preservation Division- Georgia Department of Natural Resources,"(33.82685819999999, -84.3425348)",0.00460721478165494,Cafe Bombay,"(33.8284201, -84.32701709999999)",0.00459427385133987,Navy Federal Credit Union,"(33.82683060000001, -84.3327016)",0.00459427385133987
The Atlantic Briarcliff,1901 Briarcliff Rd NE Atlanta GA 30329,"(33.80721279999999, -84.33473959999999)",0.0,Emory University,"(33.7971368, -84.32224)",0.0,Publix Super Market at Cheshire Square,"(33.818479, -84.34902129999999)",0.0031057779308941505,QuikTrip,"(33.8070532, -84.3361808)",0.0,Athletic Club Northeast,"(33.8237886, -84.337858)",0.0,None,None,nan,Lavista Rd NE & Briarcliff Rd NE,"(33.815615, -84.334896)",0.0,CVS,"(33.8011037, -84.3287929)",0.0,"Heeja Yoon, PharmD","(33.8042242, -84.3362101)",0.0,QuikTrip,"(33.8070532, -84.3361808)",0.0,Mellow Mushroom Atlanta - Emory,"(33.816166, -84.332824)",0.0,None,None,nan,Zonolite Park,"(33.8055032, -84.3417024)",0.0023650613200867448,Starbucks,"(33.81615, -84.33463499999999)",0.0,Wells Fargo Bank,"(33.7988252, -84.3229064)",0.0
Columbia Crest,1903 NW Drew Dr Atlanta GA 30318,"(33.7935057, -84.45113599999999)",0.005611919559490624,Atlanta School of Ministry Dorms,"(33.7891596, -84.4705573)",0.024781142096246534,Family Dollar,"(33.7774756, -84.4521357)",0.02600213747334981,Shell,"(33.801712, -84.43644669999999)",0.03434435809786645,CN Training Center,"(33.80192249999999, -84.4383362)",0.02643911121171187,None,None,nan,Procierge,"(33.7991808, -84.43233359999999)",0.05410747531325285,None,None,nan,None,None,nan,Circle K,"(33.801576, -84.4366975)",0.03434435809786645,Cape Verdean Kitchen,"(33.79463329999999, -84.44877199999999)",0.002393263300273127,None,None,nan,Rockdale Park,"(33.7871001, -84.4476237)",0.004284127777200287,tagok shop,"(33.8029095, -84.43599549999999)",0.03039173465478916,None,None,nan
